ride_id,bike_type,cycle_brand,start_station,start_id,end_station,end_id,start_lat,start_lng,end_lat,end_lng,member_status,start_date,start_time,end_date,end_time,ride_time_mins,season,minutes_price,charge_percent,customer_id,first_name,last_name,email,birth_date,gender
60D06A3486F90E64,classic,brand4,Halsted St & 18th St,13099,Wood St & Taylor St (Temp),13285,41.86,-87.65,41.87,-87.67,member,1/4/2023,7:30:00,1/4/2023,7:45:00,15,Winter,0.05,0.9,22,Mason,Wilson,MasonWilson@gmail.com,3/13/1963,male
F8CE06E132699DD8,classic,brand1,Halsted St & 18th St,13099,Wood St & Taylor St (Temp),13285,41.86,-87.65,41.87,-87.67,member,1/3/2023,7:38:00,1/3/2023,7:53:00,15,Winter,0.05,0.9,23,Samuel,Garcia,SamuelGarcia@gmail.com,2/11/1988,male
0CDAF29D33959268,classic,brand2,Wabash Ave & Adams St,KA1503000015,McClurg Ct & Ohio St,TA1306000029,41.88,-87.63,41.89,-87.62,member,1/7/2023,21:57:00,1/7/2023,22:12:00,15,Winter,0.05,0.9,24,Henry,Robinson,HenryRobinson@gmail.com,5/12/1983,male
AD9505114740AFD2,classic,brand3,Wabash Ave & Adams St,KA1503000015,Wood St & Taylor St (Temp),13285,41.88,-87.63,41.87,-87.67,member,1/16/2023,16:09:00,1/16/2023,16:33:00,24,Winter,0.05,0.9,25,Alexander,Harris,AlexanderHarris@gmail.com,4/13/1998,male
93DB5C30E4E85062,classic,brand4,Halsted St & Maxwell St,TA1309000001,Wood St & Taylor St (Temp),13285,41.86,-87.65,41.87,-87.67,non-member,1/24/2023,10:50:00,1/24/2023,11:09:00,19,Winter,0.05,0.9,26,Liam,Martinez,LiamMartinez@gmail.com,7/23/1993,male
7484DD5A3011D0D1,classic,brand1,Stockton Dr & Wrightwood Ave,13276,McClurg Ct & Ohio St,TA1306000029,41.93,-87.64,41.89,-87.62,member,1/21/2023,14:11:00,1/21/2023,14:34:00,22,Winter,0.05,0.9,27,Oliver,Lee,OliverLee@gmail.com,11/2/1961,male
E2025EBF5EFF27BD,classic,brand2,Federal St & Polk St,SL-008,Adler Planetarium,13431,41.87,-87.63,41.87,-87.61,member,1/10/2023,10:19:00,1/10/2023,10:52:00,33,Winter,0.05,0.8,28,Jackson,Allen,JacksonAllen@gmail.com,10/17/1975,male
D206A790EAB00252,classic,brand3,DuSable Lake Shore Dr & Wellington Ave,TA1307000041,McClurg Ct & Ohio St,TA1306000029,41.94,-87.64,41.89,-87.62,non-member,1/2/2023,15:53:00,1/2/2023,16:16:00,23,Winter,0.05,0.9,29,Liam,Walker,LiamWalker@gmail.com,3/12/1989,male
61FAB94E70F50C75,classic,brand4,Western Ave & Lunt Ave,RP-005,Manor Ave & Leland Ave,KA1504000127,42.01,-87.69,41.97,-87.7,member,1/8/2023,13:01:00,1/8/2023,13:27:00,26,Winter,0.05,0.9,30,Samuel,Williams,SamuelWilliams@gmail.com,12/28/1982,male
C18843610CC42F03,classic,brand1,Stetson Ave & South Water St,TA1308000029,Canal St & Jackson Blvd,13138,41.89,-87.62,41.88,-87.64,member,1/20/2023,7:47:00,1/20/2023,8:02:00,15,Winter,0.05,0.9,31,Alexander,Moore,AlexanderMoore@gmail.com,9/14/1954,male
2D851DCE0C63257A,classic,brand2,McClurg Ct & Ohio St,TA1306000029,Canal St & Jackson Blvd,13138,41.89,-87.62,41.88,-87.64,member,1/12/2023,8:38:00,1/12/2023,8:55:00,17,Winter,0.05,0.9,32,Alexander,Lewis,AlexanderLewis@gmail.com,7/12/1957,male
846031C3B399E1E0,classic,brand3,New St & Illinois St,TA1306000013,Canal St & Jackson Blvd,13138,41.89,-87.62,41.88,-87.64,member,1/10/2023,8:36:00,1/10/2023,8:54:00,18,Winter,0.05,0.9,33,Samuel,Jones,SamuelJones@gmail.com,5/28/1984,male
213EED778B4DD533,classic,brand4,Adler Planetarium,13431,Canal St & Jackson Blvd,13138,41.87,-87.61,41.88,-87.64,member,1/9/2023,14:14:00,1/9/2023,14:33:00,19,Winter,0.05,0.9,34,Samuel,Harris,SamuelHarris@gmail.com,4/15/1954,male
689D537E5D034DA8,electric,brand1,Western Ave & Lunt Ave,RP-005,Valli Produce - Evanston Plaza,599,42.01,-87.69,42.04,-87.7,non-member,1/5/2023,17:28:00,1/5/2023,17:43:00,15,Winter,0.07,0.9,35,Henry,Rodriguez,HenryRodriguez@gmail.com,4/1/2008,male
DE7CD68680A1BEA4,electric,brand2,Damen Ave & Division St,13136,Hampden Ct & Diversey Ave,202480,41.9,-87.68,41.93,-87.64,member,1/8/2023,17:41:00,1/8/2023,17:57:00,17,Winter,0.07,0.9,36,Noah,Moore,NoahMoore@gmail.com,4/23/1983,male
48CDBA545B7A1FE5,electric,brand3,Western Ave & Monroe St,15667,Hampden Ct & Diversey Ave,202480,41.88,-87.69,41.93,-87.64,member,1/16/2023,19:37:00,1/16/2023,20:03:00,26,Winter,0.07,0.9,37,Mason,Anderson,MasonAnderson@gmail.com,7/3/1968,male
9CD469D4D19186E7,electric,brand4,Lake Park Ave & 35th St,KA1503000004,Greenwood Ave & 47th St,TA1308000002,41.83,-87.61,41.81,-87.6,member,1/2/2023,6:35:00,1/2/2023,6:55:00,20,Winter,0.07,0.9,38,Ethan,Allen,EthanAllen@gmail.com,2/22/1970,male
0F7C7590E5EEBB6D,electric,brand1,Indiana Ave & Roosevelt Rd,SL-005,McClurg Ct & Ohio St,TA1306000029,41.87,-87.62,41.89,-87.62,member,1/23/2023,18:51:00,1/23/2023,19:07:00,15,Winter,0.07,0.9,39,Alexander,Wilson,AlexanderWilson@gmail.com,7/19/1961,male
088F1C39E01350EB,electric,brand2,Public Rack - Washtenaw Ave & Superior St,855,Wood St & Taylor St (Temp),13285,41.89,-87.69,41.87,-87.67,member,1/12/2023,8:40:00,1/12/2023,8:56:00,15,Winter,0.07,0.9,40,Samuel,Jones,SamuelJones@gmail.com,3/16/1962,male
8FF7992191E01B89,electric,brand3,Walsh Park,18067,Stetson Ave & South Water St,TA1308000029,41.91,-87.67,41.89,-87.62,non-member,1/31/2023,8:36:00,1/31/2023,8:56:00,20,Winter,0.07,0.9,41,Ethan,Thomas,EthanThomas@gmail.com,12/16/1992,male
D55AFCFE8EB63885,electric,brand4,Damen Ave & Sunnyside Ave,TA1309000012,Manor Ave & Leland Ave,KA1504000127,41.96,-87.68,41.97,-87.7,non-member,1/28/2023,0:19:00,1/28/2023,0:47:00,28,Winter,0.07,0.9,42,Oliver,Martin,OliverMartin@gmail.com,3/22/1987,male
B9090DA1DD6744D1,electric,brand1,Public Rack - Racine Ave & 109th Pl,877,Public Rack - Racine Ave & 109th Pl,877,41.69,-87.65,41.69,-87.65,member,1/8/2023,22:35:00,1/8/2023,22:57:00,22,Winter,0.07,0.9,43,Noah,Martinez,NoahMartinez@gmail.com,9/29/1965,male
CE052A4FCC466906,electric,brand2,Indiana Ave & Roosevelt Rd,SL-005,McClurg Ct & Ohio St,TA1306000029,41.87,-87.62,41.89,-87.62,member,1/22/2023,20:57:00,1/22/2023,21:13:00,16,Winter,0.07,0.9,44,Liam,Allen,LiamAllen@gmail.com,9/8/1991,male
3258FED10AFB94EA,electric,brand3,Stockton Dr & Wrightwood Ave,13276,McClurg Ct & Ohio St,TA1306000029,41.93,-87.64,41.89,-87.62,member,1/11/2023,12:31:00,1/11/2023,12:48:00,17,Winter,0.07,0.9,45,Noah,Wright,NoahWright@gmail.com,8/11/1966,male
5A9F13080F18C073,electric,brand4,Wabash Ave & Roosevelt Rd,TA1305000002,McClurg Ct & Ohio St,TA1306000029,41.87,-87.63,41.89,-87.62,member,1/1/2023,16:21:00,1/1/2023,16:45:00,24,Winter,0.07,0.9,46,Benjamin,Thompson,BenjaminThompson@gmail.com,10/8/2005,male
AC211B6EBD3DF7BA,electric,brand1,Wabash Ave & Roosevelt Rd,TA1305000002,McClurg Ct & Ohio St,TA1306000029,41.87,-87.63,41.89,-87.62,member,1/8/2023,15:59:00,1/8/2023,16:27:00,28,Winter,0.07,0.9,47,Jack,Miller,JackMiller@gmail.com,7/13/1992,male
27EAE18E8BF86E2A,electric,brand2,Lakeview Ave & Fullerton Pkwy,TA1309000019,McClurg Ct & Ohio St,TA1306000029,41.93,-87.64,41.89,-87.62,member,1/2/2023,9:44:00,1/2/2023,9:58:00,15,Winter,0.07,0.9,48,Alexander,Brown,AlexanderBrown@gmail.com,6/21/1974,male
094FF2E3E738A036,electric,brand3,Western Ave & Division St,13241,Canal St & Jackson Blvd,13138,41.9,-87.69,41.88,-87.64,member,1/25/2023,8:20:00,1/25/2023,8:42:00,22,Winter,0.07,0.9,49,Jackson,Jackson,JacksonJackson@gmail.com,9/10/2000,male
3E4D3CCCDB533C49,classic,brand4,Halsted St & Maxwell St,TA1309000001,Wood St & Taylor St (Temp),13285,41.86,-87.65,41.87,-87.67,member,1/2/2023,12:01:00,1/2/2023,12:36:00,35,Winter,0.05,0.8,50,Alexander,Moore,AlexanderMoore@gmail.com,3/21/2009,male
E1C847B8FBA49482,classic,brand1,McClurg Ct & Ohio St,TA1306000029,Clark St & Elmdale Ave,KA1504000148,41.89,-87.62,41.99,-87.67,member,1/3/2023,18:18:00,1/3/2023,19:07:00,49,Winter,0.05,0.8,51,Jack,Williams,JackWilliams@gmail.com,7/6/1952,male
48B2D003CCC24F3B,classic,brand2,Warren Park West,RP-001,Warren Park West,RP-001,42,-87.69,42,-87.69,member,1/9/2023,15:06:00,1/9/2023,16:15:00,69,Winter,0.05,0.8,52,Benjamin,Anderson,BenjaminAnderson@gmail.com,8/6/1974,male
686E2F80D53ADE89,classic,brand3,Clark St & Elmdale Ave,KA1504000148,Clark St & Elmdale Ave,KA1504000148,41.99,-87.67,41.99,-87.67,member,1/7/2023,12:13:00,1/7/2023,13:21:00,68,Winter,0.05,0.8,53,Noah,Moore,NoahMoore@gmail.com,6/1/2002,male
861BDECF685B8B04,classic,brand4,Wilton Ave & Belmont Ave,TA1307000134,Warren Park West,RP-001,41.94,-87.65,42,-87.69,member,1/11/2023,17:00:00,1/11/2023,17:32:00,32,Winter,0.05,0.8,54,Jackson,Allen,JacksonAllen@gmail.com,4/29/1963,male
A962774EFBF39B91,classic,brand1,Vernon Ave & 75th St,571,Greenwood Ave & 47th St,TA1308000002,41.76,-87.61,41.81,-87.6,member,1/4/2023,15:33:00,1/4/2023,17:07:00,94,Winter,0.05,0.8,55,Lucas,Walker,LucasWalker@gmail.com,7/2/1990,male
0F1D6D8FD4ED862C,classic,brand2,Walsh Park,18067,Walsh Park,18067,41.91,-87.67,41.91,-87.67,member,1/24/2023,10:03:00,1/24/2023,10:39:00,36,Winter,0.05,0.8,56,Ethan,Smith,EthanSmith@gmail.com,4/25/1951,male
7DEBEE2A1D74FDFB,classic,brand3,Halsted St & Maxwell St,TA1309000001,Wood St & Taylor St (Temp),13285,41.86,-87.65,41.87,-87.67,member,1/2/2023,12:01:00,1/2/2023,12:36:00,35,Winter,0.05,0.8,57,Alexander,Clark,AlexanderClark@gmail.com,11/7/2009,male
4092511557B9D102,classic,brand4,Stockton Dr & Wrightwood Ave,13276,Canal St & Jackson Blvd,13138,41.93,-87.64,41.88,-87.64,member,1/18/2023,7:49:00,1/18/2023,8:25:00,36,Winter,0.05,0.8,58,Noah,Jones,NoahJones@gmail.com,5/3/1963,male
F4F4A74BF1FB016D,classic,brand1,LaSalle St & Jackson Blvd,TA1309000004,Canal St & Jackson Blvd,13138,41.88,-87.63,41.88,-87.64,member,1/6/2023,15:59:00,1/7/2023,16:41:00,1481,Winter,0.05,0.8,59,Lucas,White,LucasWhite@gmail.com,2/18/1991,male
78789E99687DD63F,electric,brand2,Mies van der Rohe Way & Chicago Ave,13338,Western Ave & Gunnison St,445,41.9,-87.62,41.97,-87.69,non-member,1/15/2023,12:19:00,1/15/2023,13:08:00,49,Winter,0.07,0.8,60,Alexander,Wright,AlexanderWright@gmail.com,6/19/1998,male
915B3886B1CF9424,electric,brand3,Clinton St & Madison St,TA1305000032,Canal St & Jackson Blvd,13138,41.88,-87.64,41.88,-87.64,non-member,1/11/2023,17:05:00,1/11/2023,18:48:00,102,Winter,0.07,0.8,61,Henry,Martin,HenryMartin@gmail.com,12/28/1993,male
B1D5897C4300A7C5,classic,brand4,Daley Center Plaza,TA1306000010,Canal St & Jackson Blvd,13138,41.88,-87.63,41.88,-87.64,member,1/17/2023,14:11:00,1/17/2023,14:20:00,9,Winter,0.05,1,62,Jackson,Hall,JacksonHall@gmail.com,12/1/1950,male
59682CECAF9B2841,classic,brand1,LaSalle St & Jackson Blvd,TA1309000004,Canal St & Jackson Blvd,13138,41.88,-87.63,41.88,-87.64,non-member,1/6/2023,18:25:00,1/6/2023,18:28:00,3,Winter,0.05,1,63,Samuel,Lewis,SamuelLewis@gmail.com,7/18/1988,male
0C6BD4EBC8C2459D,classic,brand2,Morgan St & 31st St,TA1308000046,Halsted St & 37th St,TA1307000161,41.84,-87.65,41.83,-87.65,non-member,1/1/2023,2:16:00,1/1/2023,2:23:00,8,Winter,0.05,1,64,Samuel,Walker,SamuelWalker@gmail.com,8/25/1971,male
08B227E738346407,classic,brand3,Michigan Ave & 8th St,623,Canal St & Jackson Blvd,13138,41.87,-87.62,41.88,-87.64,member,1/18/2023,9:02:00,1/18/2023,9:14:00,11,Winter,0.05,1,65,Noah,Thomas,NoahThomas@gmail.com,5/1/1999,male
B1A915062481BF9D,classic,brand4,Morgan St & Polk St,TA1307000130,Canal St & Jackson Blvd,13138,41.87,-87.65,41.88,-87.64,member,1/19/2023,8:23:00,1/19/2023,8:29:00,7,Winter,0.05,1,66,Aiden,Anderson,AidenAnderson@gmail.com,4/24/1998,male
048208B1F0480A48,classic,brand1,Wabash Ave & Roosevelt Rd,TA1305000002,Canal St & Jackson Blvd,13138,41.87,-87.63,41.88,-87.64,member,1/19/2023,16:40:00,1/19/2023,16:49:00,9,Winter,0.05,1,67,Jack,Garcia,JackGarcia@gmail.com,4/21/1983,male
E5074EA072E2A391,electric,brand2,Racine Ave & 15th St,13304,Canal St & Jackson Blvd,13138,41.86,-87.66,41.88,-87.64,member,1/5/2023,8:54:00,1/5/2023,9:06:00,12,Winter,0.07,1,68,Jack,Moore,JackMoore@gmail.com,5/8/1954,male
2D988A949171C42F,classic,brand3,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/2/2023,11:14:00,1/2/2023,11:27:00,12,Winter,0.05,1,69,Aiden,Garcia,AidenGarcia@gmail.com,5/2/1982,male
13CB7EB698CEDB88,classic,brand4,Kimbark Ave & 53rd St,TA1309000037,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/10/2023,15:37:00,1/10/2023,15:46:00,8,Winter,0.05,1,70,Henry,Robinson,HenryRobinson@gmail.com,6/6/2004,male
C90792D034FED968,classic,brand1,Kimbark Ave & 53rd St,TA1309000037,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/22/2023,10:52:00,1/22/2023,11:01:00,9,Winter,0.05,1,71,Oliver,Walker,OliverWalker@gmail.com,8/17/2009,male
DB1CF84154D6A049,classic,brand2,Kimbark Ave & 53rd St,TA1309000037,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/25/2023,10:49:00,1/25/2023,10:58:00,9,Winter,0.05,1,72,Jackson,Young,JacksonYoung@gmail.com,1/27/2004,male
BC8AB1AA51DA9115,classic,brand3,Kimbark Ave & 53rd St,TA1309000037,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/6/2023,16:37:00,1/6/2023,16:49:00,13,Winter,0.05,1,73,Noah,Taylor,NoahTaylor@gmail.com,11/26/1998,male
CBE4D3954EB194B7,classic,brand4,Kimbark Ave & 53rd St,TA1309000037,Greenwood Ave & 47th St,TA1308000002,41.8,-87.59,41.81,-87.6,member,1/5/2023,17:31:00,1/5/2023,17:41:00,10,Winter,0.05,1,74,Alexander,Jones,AlexanderJones@gmail.com,4/5/2003,male
EC97A7E695CDC2D1,classic,brand1,Clark St & Columbia Ave,RP-008,Warren Park West,RP-001,42,-87.67,42,-87.69,member,1/13/2023,17:05:00,1/13/2023,17:15:00,10,Winter,0.05,1,75,Jackson,Davis,JacksonDavis@gmail.com,5/9/2003,male
200C9AF603FBB4CC,classic,brand2,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/25/2023,6:36:00,1/25/2023,6:50:00,14,Winter,0.05,1,76,Liam,Wright,LiamWright@gmail.com,9/12/1976,male
3A98E10AA7906ABE,classic,brand3,Evanston Civic Center,661,Valli Produce - Evanston Plaza,599,42.06,-87.69,42.04,-87.7,member,1/10/2023,14:11:00,1/10/2023,14:25:00,14,Winter,0.05,1,77,Noah,Allen,NoahAllen@gmail.com,5/1/2000,male
D9012A259FE14AC9,classic,brand4,Sacramento Blvd & Franklin Blvd,KA1504000113,Sacramento Blvd & Franklin Blvd,KA1504000113,41.89,-87.7,41.89,-87.7,member,1/19/2023,17:42:00,1/19/2023,17:42:00,0,Winter,0.05,1,78,Oliver,Miller,OliverMiller@gmail.com,12/2/1949,male
8999D9F37A9EFB28,classic,brand1,Greenwood Ave & 47th St,TA1308000002,Greenwood Ave & 47th St,TA1308000002,41.81,-87.6,41.81,-87.6,member,1/8/2023,22:42:00,1/8/2023,22:42:00,0,Winter,0.05,1,79,Aiden,Harris,AidenHarris@gmail.com,10/16/1965,male
D42158B35A7A163C,classic,brand2,Valli Produce - Evanston Plaza,599,Elmwood Ave & Austin St,598,42.04,-87.7,42.03,-87.68,member,1/17/2023,21:03:00,1/17/2023,21:16:00,13,Winter,0.05,1,80,Henry,White,HenryWhite@gmail.com,3/10/1984,male
07600D3C63F82B58,classic,brand3,Clark St & Columbia Ave,RP-008,Warren Park West,RP-001,42,-87.67,42,-87.69,member,1/25/2023,20:10:00,1/25/2023,20:19:00,9,Winter,0.05,1,81,Jack,Rodriguez,JackRodriguez@gmail.com,7/2/1995,male
D05ABE32FC17D9EA,classic,brand4,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,Sacramento Blvd & Franklin Blvd,KA1504000113,41.9,-87.68,41.89,-87.7,member,1/9/2023,6:43:00,1/9/2023,6:57:00,13,Winter,0.05,1,82,Liam,Jones,LiamJones@gmail.com,9/11/1994,male
F37EE14797BFB177,classic,brand1,Warren Park East,RP-002,Warren Park West,RP-001,42,-87.68,42,-87.69,member,1/7/2023,19:06:00,1/7/2023,19:10:00,4,Winter,0.05,1,83,Samuel,Young,SamuelYoung@gmail.com,3/14/1973,male
095C1300327C2D68,classic,brand2,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/23/2023,20:04:00,1/23/2023,20:17:00,13,Winter,0.05,1,84,Samuel,Smith,SamuelSmith@gmail.com,7/28/1948,male
7A63C8C6BF55AACE,classic,brand3,California Ave & Lake St,15666,Sacramento Blvd & Franklin Blvd,KA1504000113,41.88,-87.7,41.89,-87.7,member,1/15/2023,1:31:00,1/15/2023,1:39:00,8,Winter,0.05,1,85,Henry,Young,HenryYoung@gmail.com,6/10/1946,male
FBE2352BE57561B0,classic,brand4,California Ave & North Ave,13258,Sacramento Blvd & Franklin Blvd,KA1504000113,41.91,-87.7,41.89,-87.7,non-member,1/25/2023,8:12:00,1/25/2023,8:24:00,12,Winter,0.05,1,86,Jack,Anderson,JackAnderson@gmail.com,9/29/1947,male
37A677FE0ABA6CF2,classic,brand1,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/18/2023,15:22:00,1/18/2023,15:32:00,11,Winter,0.05,1,87,Henry,Miller,HenryMiller@gmail.com,11/12/1956,male
AC823B8169747D2E,classic,brand2,Ravenswood Ave & Lawrence Ave,TA1309000066,Clark St & Elmdale Ave,KA1504000148,41.97,-87.67,41.99,-87.67,member,1/25/2023,23:09:00,1/25/2023,23:21:00,11,Winter,0.05,1,88,Lucas,Thomas,LucasThomas@gmail.com,2/14/1980,male
3B6B6113D2A4D0CC,classic,brand3,Glenwood Ave & Morse Ave,KA1504000175,Clark St & Elmdale Ave,KA1504000148,42.01,-87.67,41.99,-87.67,member,1/8/2023,10:26:00,1/8/2023,10:39:00,13,Winter,0.05,1,89,Lucas,Robinson,LucasRobinson@gmail.com,12/10/1959,male
C3C6263913B4DF5A,classic,brand4,Cottage Grove Ave & 43rd St,TA1308000023,Greenwood Ave & 47th St,TA1308000002,41.82,-87.61,41.81,-87.6,member,1/20/2023,14:34:00,1/20/2023,14:40:00,6,Winter,0.05,1,90,Aiden,Thomas,AidenThomas@gmail.com,12/25/1944,male
4E430C308EB20141,classic,brand1,Ellis Ave & 58th St,TA1309000011,Greenwood Ave & 47th St,TA1308000002,41.79,-87.6,41.81,-87.6,non-member,1/25/2023,18:41:00,1/25/2023,18:54:00,13,Winter,0.05,1,91,Henry,King,HenryKing@gmail.com,11/30/1950,male
660CCC723359B118,classic,brand2,Indiana Ave & Roosevelt Rd,SL-005,Adler Planetarium,13431,41.87,-87.62,41.87,-87.61,member,1/14/2023,13:45:00,1/14/2023,13:54:00,9,Winter,0.05,1,92,Jackson,Harris,JacksonHarris@gmail.com,12/4/1966,male
